movieId,name,role
8,Stephen Sommers,Screenplay
8,David Loughery,Screenplay
8,Jonathan Taylor Thomas,Actor
8,Brad Renfro,Actor
8,Eric Schweig,Actor
8,Charles Rocket,Actor
8,Amy Wright,Actor
8,Michael McShane,Actor
8,Marian Seldes,Actor
8,Rachael Leigh Cook,Actor
8,Lanny Flaherty,Actor
9,Peter Hyams,Director
9,Karen Elise Baldwin,Screenplay
9,Gene Quintano,Screenplay
9,Jean-Claude Van Damme,Actor
9,Powers Boothe,Actor
9,Raymond J. Barry,Actor
9,Whittni Wright,Actor
9,Ross Malinger,Actor
9,Dorian Harewood,Actor
9,Kate McNeil,Actor
9,Michael Gaston,Actor
9,Audra Lindley,Actor
10,Ian Fleming,Characters
10,Martin Campbell,Director
10,Bruce Feirstein,Screenplay
10,Jeffrey Caine,Screenplay
10,Michael France,Story
10,Pierce Brosnan,Actor
10,Sean Bean,Actor
10,Izabella Scorupco,Actor
10,Famke Janssen,Actor
10,Joe Don Baker,Actor
10,Judi Dench,Actor
10,Robbie Coltrane,Actor
10,Tchéky Karyo,Actor
10,Gottfried John,Actor
11,Rob Reiner,Director
11,Aaron Sorkin,Writer
11,Michael Douglas,Actor
11,Annette Bening,Actor
11,Martin Sheen,Actor
11,Michael J. Fox,Actor
11,Anna Deavere Smith,Actor
11,Samantha Mathis,Actor
11,Shawna Waldron,Actor
11,David Paymer,Actor
11,Anne Haney,Actor
12,Mel Brooks,Director
12,Mel Brooks,Screenplay
12,Steve Haberman,Screenplay
12,Rudy De Luca,Screenplay
12,Leslie Nielsen,Actor
12,Mel Brooks,Actor
12,Amy Yasbeck,Actor
12,Peter MacNicol,Actor
12,Lysette Anthony,Actor
12,Harvey Korman,Actor
12,Steven Weber,Actor
12,Mark Blankfield,Actor
12,Megan Cavanagh,Actor
13,Cliff Ruby,Screenplay
13,Cliff Ruby,Story
13,Elana Lesser,Screenplay
13,Elana Lesser,Story
13,Simon Wells,Director
13,David Steven Cohen,Screenplay
13,Roger S.H. Schulman,Screenplay
13,Kevin Bacon,Actor
13,Bob Hoskins,Actor
13,Bridget Fonda,Actor
13,Jim Cummings,Actor
13,Phil Collins,Actor
13,Juliette Brewer,Actor
13,Jack Angel,Actor
13,Danny Mann,Actor
13,Robbie Rist,Actor
14,Oliver Stone,Director
14,Oliver Stone,Screenplay
14,Stephen J. Rivele,Screenplay
14,Christopher Wilkinson,Screenplay
14,Anthony Hopkins,Actor
14,Joan Allen,Actor
14,Powers Boothe,Actor
14,Ed Harris,Actor
14,Bob Hoskins,Actor
14,E.G. Marshall,Actor
14,David Paymer,Actor
14,David Hyde Pierce,Actor
14,Paul Sorvino,Actor
15,Renny Harlin,Director
15,Marc Norman,Screenplay
15,Robert King,Screenplay
15,James Gorman,Story
15,Raynold Gideon,Story
15,Bruce A. Evans,Story
15,Michael Frost Beckner,Story
15,Geena Davis,Actor
15,Matthew Modine,Actor
15,Frank Langella,Actor
15,Maury Chaykin,Actor
15,Patrick Malahide,Actor
15,Stan Shaw,Actor
15,Rex Linn,Actor
15,Paul Dillon,Actor
15,Christopher Masterson,Actor
16,Martin Scorsese,Director
16,Martin Scorsese,Screenplay
16,Nicholas Pileggi,Novel
16,Nicholas Pileggi,Screenplay
16,Robert De Niro,Actor
16,Sharon Stone,Actor
16,Joe Pesci,Actor
16,James Woods,Actor
16,Don Rickles,Actor
16,Alan King,Actor
16,Kevin Pollak,Actor
16,L.Q. Jones,Actor
16,Dick Smothers,Actor
17,Ang Lee,Director
17,Jane Austen,Novel
17,Emma Thompson,Screenplay
17,Emma Thompson,Actor
17,Kate Winslet,Actor
17,Alan Rickman,Actor
17,Hugh Grant,Actor
17,Gemma Jones,Actor
17,Greg Wise,Actor
17,Elizabeth Spriggs,Actor
17,Imogen Stubbs,Actor
17,Harriet Walter,Actor
18,Quentin Tarantino,Director
18,Quentin Tarantino,Writer
18,Robert Rodriguez,Director
18,Robert Rodriguez,Writer
18,Allison Anders,Director
18,Allison Anders,Writer
18,Alexandre Rockwell,Director
18,Alexandre Rockwell,Writer
18,Tim Roth,Actor
18,Jennifer Beals,Actor
18,Antonio Banderas,Actor
18,Valeria Golino,Actor
18,David Proval,Actor
18,Sammi Davis,Actor
18,Amanda de Cadenet,Actor
18,Madonna,Actor
18,Ione Skye,Actor
19,Steve Oedekerk,Director
19,Steve Oedekerk,Writer
19,Jack Bernstein,Characters
19,Jim Carrey,Actor
19,Ian McNeice,Actor
19,Simon Callow,Actor
19,Maynard Eziashi,Actor
19,Bob Gunton,Actor
19,Sophie Okonedo,Actor
19,Tommy Davidson,Actor
19,Adewale Akinnuoye-Agbaje,Actor
19,Danny Daniels,Actor
20,Joseph Ruben,Director
20,Doug Richardson,Screenplay
20,Wesley Snipes,Actor
20,Woody Harrelson,Actor
20,Jennifer Lopez,Actor
20,Robert Blake,Actor
20,Chris Cooper,Actor
20,Katie Gill,Actor
20,Joe Grifasi,Actor
20,Scott Sowers,Actor
20,Skipp Sudduth,Actor
21,Barry Sonnenfeld,Director
21,Elmore Leonard,Novel
21,Scott Frank,Screenplay
21,John Travolta,Actor
21,Gene Hackman,Actor
21,Rene Russo,Actor
21,Danny DeVito,Actor
21,Dennis Farina,Actor
21,Delroy Lindo,Actor
21,James Gandolfini,Actor
21,Jon Gries,Actor
21,Renee Props,Actor
22,Jon Amiel,Director
22,David Madsen,Screenplay
22,Ann Biderman,Screenplay
22,Sigourney Weaver,Actor
22,Holly Hunter,Actor
22,Dermot Mulroney,Actor
22,William McNamara,Actor
22,Harry Connick Jr.,Actor
22,J.E. Freeman,Actor
22,Will Patton,Actor
22,John Rothman,Actor
22,Unknown,Actor
23,Lana Wachowski,Screenplay
23,Lana Wachowski,Story
23,Lilly Wachowski,Screenplay
23,Lilly Wachowski,Story
23,Richard Donner,Director
23,Brian Helgeland,Screenplay
23,Sylvester Stallone,Actor
23,Antonio Banderas,Actor
23,Julianne Moore,Actor
23,Anatoli Davydov,Actor
23,Muse Watson,Actor
23,Steve Kahan,Actor
23,Kelly Rowan,Actor
23,Reed Diamond,Actor
23,Kai Wulff,Actor
24,Victor Salva,Director
24,Victor Salva,Screenplay
24,Mary Steenburgen,Actor
24,Sean Patrick Flanery,Actor
24,Lance Henriksen,Actor
24,Jeff Goldblum,Actor
24,Brandon Smith,Actor
24,Bradford Tatum,Actor
24,Susan Tyrrell,Actor
24,Missy Crider,Actor
24,Ray Wise,Actor
25,Mike Figgis,Director
25,Mike Figgis,Screenplay
25,John O'Brien,Novel
25,Nicolas Cage,Actor
25,Elisabeth Shue,Actor
25,Julian Sands,Actor
25,Richard Lewis,Actor
25,Steven Weber,Actor
25,Unknown,Actor
25,Emily Procter,Actor
25,Unknown,Actor
25,Valeria Golino,Actor
26,Oliver Parker,Director
26,Oliver Parker,Screenplay
26,Laurence Fishburne,Actor
26,Irène Jacob,Actor
26,Kenneth Branagh,Actor
26,Nathaniel Parker,Actor
26,Michael Maloney,Actor
26,Anna Patrick,Actor
26,Nicholas Farrell,Actor
26,Indra Ové,Actor
26,Michael Sheen,Actor
27,Lesli Linka Glatter,Director
27,I. Marlene King,Writer
27,Christina Ricci,Actor
27,Rosie O'Donnell,Actor
27,Thora Birch,Actor
27,Melanie Griffith,Actor
27,Gaby Hoffmann,Actor
27,Demi Moore,Actor
27,Ashleigh Aston Moore,Actor
27,Rita Wilson,Actor
27,Devon Sawa,Actor
28,Roger Michell,Director
28,Jane Austen,Novel
28,Nick Dear,Screenplay
28,Amanda Root,Actor
28,Ciarán Hinds,Actor
28,Susan Fleetwood,Actor
28,Fiona Shaw,Actor
28,John Woodvine,Actor
28,Phoebe Nicholls,Actor
28,Samuel West,Actor
28,Sophie Thompson,Actor
28,Judy Cornwell,Actor
29,Jean-Pierre Jeunet,Director
29,Jean-Pierre Jeunet,Screenplay
29,Marc Caro,Director
29,Marc Caro,Screenplay
29,Gilles Adrien,Screenplay
29,Ron Perlman,Actor
29,Dominique Pinon,Actor
29,Unknown,Actor
29,Daniel Emilfork,Actor
29,Jean-Claude Dreyfus,Actor
29,Geneviève Brunet,Actor
29,Unknown,Actor
29,Unknown,Actor
29,Serge Merlin,Actor
30,Zhang Yimou,Director
30,Li Xiao,Novel
30,Bi Feiyu,Screenplay
30,Gong Li,Actor
30,Li Baotian,Actor
30,Sun Chun,Actor
30,Li Xuejian,Actor
30,Liu Jiang,Actor
30,Fu Biao,Actor
30,Chen Shu,Actor
30,Unknown,Actor
30,Unknown,Actor
31,John N. Smith,Director
31,LouAnne Johnson,Novel
31,Ronald Bass,Screenplay
31,Michelle Pfeiffer,Actor
31,George Dzundza,Actor
31,Courtney B. Vance,Actor
31,Robin Bartlett,Actor
31,Beatrice Winde,Actor
31,John Neville,Actor
31,Lorraine Toussaint,Actor
31,Renoly Santiago,Actor
31,Wade Dominguez,Actor
32,Terry Gilliam,Director
32,Janet Peoples,Screenplay
32,David Webb Peoples,Screenplay
32,Bruce Willis,Actor
32,Madeleine Stowe,Actor
32,Brad Pitt,Actor
32,Christopher Plummer,Actor
32,David Morse,Actor
32,Jon Seda,Actor
32,Christopher Meloni,Actor
32,Joey Perillo,Actor
32,LisaGay Hamilton,Actor
34,Chris Noonan,Director
34,Chris Noonan,Screenplay
34,Dick King-Smith,Novel
34,George Miller,Screenplay
34,Christine Cavanaugh,Actor
34,Miriam Margolyes,Actor
34,Danny Mann,Actor
34,Hugo Weaving,Actor
34,Miriam Flynn,Actor
34,James Cromwell,Actor
34,Magda Szubanski,Actor
34,Russi Taylor,Actor
34,Roscoe Lee Browne,Actor
36,Tim Robbins,Director
36,Tim Robbins,Writer
36,Susan Sarandon,Actor
36,Sean Penn,Actor
36,Robert Prosky,Actor
36,Raymond J. Barry,Actor
36,R. Lee Ermey,Actor
36,Celia Weston,Actor
36,Lois Smith,Actor
36,Scott Wilson,Actor
36,Roberta Maxwell,Actor
38,Andy Tennant,Director
38,Deborah Dean Davis,Writer
38,Kirstie Alley,Actor
38,Steve Guttenberg,Actor
38,Ashley Olsen,Actor
38,Mary-Kate Olsen,Actor
38,Jane Sibbett,Actor
38,Philip Bosco,Actor
38,Unknown,Actor
38,Unknown,Actor
38,Unknown,Actor
39,Amy Heckerling,Director
39,Amy Heckerling,Writer
39,Jane Austen,Novel
39,Alicia Silverstone,Actor
39,Stacey Dash,Actor
39,Brittany Murphy,Actor
39,Paul Rudd,Actor
39,Donald Faison,Actor
39,Elisa Donovan,Actor
39,Breckin Meyer,Actor
39,Jeremy Sisto,Actor
39,Dan Hedaya,Actor
40,Darrell James Roodt,Director
40,Alan Paton,Novel
40,Joshua Sinclair,Writer
40,Ronald Harwood,Writer
40,Richard Harris,Actor
40,James Earl Jones,Actor
40,Charles S. Dutton,Actor
40,Vusi Kunene,Actor
40,Unknown,Actor
40,Unknown,Actor
40,Unknown,Actor
40,Unknown,Actor
40,Jennifer Steyn,Actor
41,Richard Loncraine,Director
41,Richard Loncraine,Screenplay
41,Richard Eyre,Author
41,Ian McKellen,Screenplay
41,Ian McKellen,Actor
41,Annette Bening,Actor
41,Jim Broadbent,Actor
41,Robert Downey Jr.,Actor
41,Kristin Scott Thomas,Actor
41,Adrian Dunbar,Actor
41,Maggie Smith,Actor
41,Tim McInnerny,Actor
41,Edward Hardwicke,Actor
42,Allen Hughes,Director
42,Allen Hughes,Writer
42,Albert Hughes,Director
42,Albert Hughes,Writer
42,Michael Henry Brown,Screenplay
42,Larenz Tate,Actor
42,Keith David,Actor
42,Chris Tucker,Actor
42,Freddy Rodríguez,Actor
42,Rose Jackson,Actor
42,N'Bushe Wright,Actor
42,Clifton Powell,Actor
42,Terrence Howard,Actor
42,Bokeem Woodbine,Actor
43,Michael Hoffman,Director
43,Rose Termain,Writer
43,Rupert Walters,Writer
43,Robert Downey Jr.,Actor
43,Meg Ryan,Actor
43,Sam Neill,Actor
43,David Thewlis,Actor
43,Hugh Grant,Actor
43,Polly Walker,Actor
43,Ian McKellen,Actor
43,Ian McDiarmid,Actor
43,Unknown,Actor
44,Paul W. S. Anderson,Director
44,Kevin Droney,Screenplay
44,Robin Shou,Actor
44,Linden Ashby,Actor
44,Bridgette Wilson-Sampras,Actor
44,Christopher Lambert,Actor
44,Cary-Hiroyuki Tagawa,Actor
44,Talisa Soto,Actor
44,Trevor Goddard,Actor
44,Chris Casamassa,Actor
44,François Petit,Actor
45,Gus Van Sant,Director
45,Joyce Maynard,Novel
45,Buck Henry,Screenplay
45,Nicole Kidman,Actor
45,Matt Dillon,Actor
45,Joaquin Phoenix,Actor
45,Casey Affleck,Actor
45,Illeana Douglas,Actor
45,Alison Folland,Actor
45,Dan Hedaya,Actor
45,Wayne Knight,Actor
45,Kurtwood Smith,Actor
46,Jocelyn Moorhouse,Director
46,Whitney Otto,Novel
46,Jane Anderson,Screenplay
46,Winona Ryder,Actor
46,Anne Bancroft,Actor
46,Ellen Burstyn,Actor
46,Kate Nelligan,Actor
46,Jean Simmons,Actor
46,Maya Angelou,Actor
46,Alfre Woodard,Actor
46,Dermot Mulroney,Actor
46,Lois Smith,Actor
47,David Fincher,Director
47,Andrew Kevin Walker,Writer
47,Morgan Freeman,Actor
47,Brad Pitt,Actor
47,Gwyneth Paltrow,Actor
47,John Cassini,Actor
47,Peter Crombie,Actor
47,Reg E. Cathey,Actor
47,R. Lee Ermey,Actor
47,Daniel Zacapa,Actor
47,Andrew Kevin Walker,Actor
48,Eric Goldberg,Director
48,Mike Gabriel,Director
48,Kaan Kalyon,Story
48,Chris Buck,Story
48,Rob Gibbs,Story
48,Duncan Marjoribanks,Story
48,Bruce Morris,Story
48,Glen Keane,Story
48,Todd Kurosawa,Story
48,Ed Gombert,Story
48,Burny Mattinson,Story
48,Joe Grant,Story
48,Ralph Zondag,Story
48,Francis Glebas,Story
48,Philip LaZebnik,Writer
48,Carl Binder,Writer
48,Susannah Grant,Writer
48,Irene Bedard,Actor
48,Mel Gibson,Actor
48,David Ogden Stiers,Actor
48,John Kassir,Actor
48,Christian Bale,Actor
48,Judy Kuhn,Actor
48,Billy Connolly,Actor
48,Frank Welker,Actor
48,Russell Means,Actor
49,Patricia Rozema,Director
49,Patricia Rozema,Writer
49,Pascale Bussières,Actor
49,Rachael Crawford,Actor
49,Henry Czerny,Actor
49,David Fox,Actor
49,Don McKellar,Actor
49,Tracy Wright,Actor
49,Clare Coulter,Actor
49,Unknown,Actor
49,Unknown,Actor
50,Bryan Singer,Director
50,Christopher McQuarrie,Writer
50,Stephen Baldwin,Actor
50,Gabriel Byrne,Actor
50,Benicio del Toro,Actor
50,Kevin Pollak,Actor
50,Kevin Spacey,Actor
50,Chazz Palminteri,Actor
50,Pete Postlethwaite,Actor
50,Suzy Amis,Actor
50,Giancarlo Esposito,Actor
52,Woody Allen,Director
52,Woody Allen,Screenplay
52,Woody Allen,Actor
52,Mira Sorvino,Actor
52,Helena Bonham Carter,Actor
52,F. Murray Abraham,Actor
52,Donald Symington,Actor
52,Claire Bloom,Actor
52,Olympia Dukakis,Actor
52,Michael Rapaport,Actor
52,David Ogden Stiers,Actor
53,Gianni Amelio,Director
53,Gianni Amelio,Screenplay
53,Gianni Amelio,Story
53,Alessandro Sermoneta,Screenplay
53,Alessandro Sermoneta,Story
53,Andrea Porporati,Screenplay
53,Andrea Porporati,Story
53,Enrico Lo Verso,Actor
53,Michele Placido,Actor
53,Piro Milkani,Actor
53,Carmelo Di Mazzarelli,Actor
53,Elida Janushi,Actor
53,Unknown,Actor
53,Unknown,Actor
53,Marjeta Ljarja,Actor
53,Unknown,Actor
54,Holly Goldberg Sloan,Director
54,Holly Goldberg Sloan,Writer
54,Olivia d'Abo,Actor
54,Steve Guttenberg,Actor
54,Chauncey Leopardi,Actor
54,Patrick Renna,Actor
54,Billy L. Sullivan,Actor
54,Bug Hall,Actor
54,Jessica Robertson,Actor
54,Unknown,Actor
54,Jordan Brower,Actor
55,Ulu Grosbard,Director
55,Barbara Turner,Screenplay
55,Jennifer Jason Leigh,Actor
55,Mare Winningham,Actor
55,Ted Levine,Actor
55,Max Perlich,Actor
55,John Doe,Actor
55,John C. Reilly,Actor
55,Unknown,Actor
55,Jason Carter,Actor
55,Tom Bower,Actor
57,Jodie Foster,Director
57,Chris Radant,Screenplay
57,W.D. Richter,Screenplay
57,Holly Hunter,Actor
57,Robert Downey Jr.,Actor
57,Anne Bancroft,Actor
57,Charles Durning,Actor
57,Dylan McDermott,Actor
57,Geraldine Chaplin,Actor
57,Steve Guttenberg,Actor
57,Cynthia Stevenson,Actor
57,Claire Danes,Actor
58,Michael Radford,Director
58,Michael Radford,Screenplay
58,Antonio Skármeta,Novel
58,Massimo Troisi,Screenplay
58,Furio Scarpelli,Story
58,Giacomo Scarpelli,Story
58,Massimo Troisi,Actor
58,Philippe Noiret,Actor
58,Maria Grazia Cucinotta,Actor
58,Renato Scarpa,Actor
58,Linda Moretti,Actor
58,Mariano Rigillo,Actor
58,Anna Bonaiuto,Actor
58,Sergio Solli,Actor
58,Carlo Di Maio,Actor
60,Frank Oz,Director
60,Lynne Reid Banks,Novel
60,Melissa Mathison,Screenplay
60,Hal Scardino,Actor
60,Litefoot,Actor
60,Lindsay Crouse,Actor
60,Richard Jenkins,Actor
60,Unknown,Actor
60,Steve Coogan,Actor
60,David Keith,Actor
60,Sakina Jaffrey,Actor
60,Vincent Kartheiser,Actor
61,John Schlesinger,Director
61,Erika Holzer,Novel
61,Rick Jaffa,Writer
61,Amanda Silver,Writer
61,Sally Field,Actor
61,Kiefer Sutherland,Actor
61,Ed Harris,Actor
61,Beverly D'Angelo,Actor
61,Charlayne Woodard,Actor
61,Joe Mantegna,Actor
61,Olivia Burnette,Actor
61,Alexandra Kyle,Actor
61,Keith David,Actor
62,Stephen Herek,Director
62,Patrick Sheane Duncan,Writer
62,Richard Dreyfuss,Actor
62,Glenne Headly,Actor
62,Jay Thomas,Actor
62,Olympia Dukakis,Actor
62,William H. Macy,Actor
62,Alicia Witt,Actor
62,Terrence Howard,Actor
62,Damon Whitaker,Actor
62,Jean Louisa Kelly,Actor
63,Paris Barclay,Director
63,Phil Beauman,Screenplay
63,Marlon Wayans,Screenplay
63,Shawn Wayans,Screenplay
63,Shawn Wayans,Actor
63,Marlon Wayans,Actor
63,Tracey Cherelle Jones,Actor
63,Chris Spencer,Actor
63,Vivica A. Fox,Actor
63,Lahmard J. Tate,Actor
63,Unknown,Actor
63,Suli McCullough,Actor
63,Bernie Mac,Actor
64,Denis Leary,Story
64,Denis Leary,Writer
64,Mike Armstrong,Story
64,Mike Armstrong,Writer
64,Bill Bennett,Director
64,Ann Lembeck,Story
64,Sandra Bullock,Actor
64,Denis Leary,Actor
64,Yaphet Kotto,Actor
64,Stephen Dillane,Actor
64,Tracey Cherelle Jones,Actor
64,Julia Montgomery Brown,Actor
64,Jane Moffat,Actor
64,Mike Starr,Actor
64,Jonathan Tucker,Actor
65,Jason Bloom,Director
65,Mitchell Peck,Story
65,Jason Blumenthal,Story
65,Adam Leff,Story
65,Scott Marcano,Writer
65,Kip Koenig,Writer
65,Pauly Shore,Actor
65,Stephen Baldwin,Actor
65,William Atherton,Actor
65,Joey Lauren Adams,Actor
65,Teresa Hill,Actor
65,Henry Gibson,Actor
65,Kevin West,Actor
65,Denise Dowse,Actor
65,Dara Tomanovich,Actor
66,Farhad Mann,Director
66,Farhad Mann,Screenplay
66,Farhad Mann,Story
66,Michael Miner,Story
66,Patrick Bergin,Actor
66,Matt Frewer,Actor
66,Austin O'Brien,Actor
66,Ely Pouget,Actor
66,Camille Cooper,Actor
66,Patrick LaBrecque,Actor
66,Unknown,Actor
66,Unknown,Actor
66,Unknown,Actor
68,Josiane Balasko,Director
68,Josiane Balasko,Writer
68,Telsche Boorman,Story
68,Patrick Aubrée,Writer
68,Victoria Abril,Actor
68,Josiane Balasko,Actor
68,Alain Chabat,Actor
68,Ticky Holgado,Actor
68,Catherine Hiegel,Actor
68,Catherine Samie,Actor
68,Catherine Lachens,Actor
68,Katrine Boorman,Actor
68,Véronique Barrault,Actor
69,F. Gary Gray,Director
69,Ice Cube,Writer
69,DJ Pooh,Writer
69,Ice Cube,Actor
69,Chris Tucker,Actor
69,Nia Long,Actor
69,Tommy Lister Jr.,Actor
69,John Witherspoon,Actor
69,Anna Maria Horsford,Actor
69,Regina King,Actor
69,Paula Jai Parker,Actor
69,Faizon Love,Actor
70,Robert Rodriguez,Director
70,Quentin Tarantino,Screenplay
70,Robert Kurtzman,Story
70,George Clooney,Actor
70,Quentin Tarantino,Actor
70,Harvey Keitel,Actor
70,Juliette Lewis,Actor
70,Ernest Liu,Actor
70,Salma Hayek Pinault,Actor
70,Cheech Marin,Actor
70,Danny Trejo,Actor
70,Tom Savini,Actor
71,Andrew Sipes,Director
71,Paula Gosling,Novel
71,Charlie Fletcher,Screenplay
71,William Baldwin,Actor
71,Cindy Crawford,Actor
71,Steven Berkoff,Actor
71,Christopher McDonald,Actor
71,Miguel Sandoval,Actor
71,Johann Carlo,Actor
71,Salma Hayek Pinault,Actor
71,John Bedford Lloyd,Actor
71,Jenette Goldstein,Actor
72,Noah Baumbach,Director
72,Noah Baumbach,Story
72,Noah Baumbach,Writer
72,Oliver Berkman,Story
72,Josh Hamilton,Actor
72,Olivia d'Abo,Actor
72,Chris Eigeman,Actor
72,Parker Posey,Actor
72,Jason Wiles,Actor
72,Cara Buono,Actor
72,Carlos Jacott,Actor
72,Elliott Gould,Actor
72,Eric Stoltz,Actor
73,Claude Lelouch,Director
73,Claude Lelouch,Writer
73,Victor Hugo,Novel
73,Jean-Paul Belmondo,Actor
73,Michel Boujenah,Actor
73,Alessandra Martines,Actor
73,Salomé Lelouch,Actor
73,Annie Girardot,Actor
73,Philippe Léotard,Actor
73,Philippe Khorsand,Actor
73,Ticky Holgado,Actor
73,Rufus,Actor
74,Michael Goldenberg,Director
74,Michael Goldenberg,Writer
74,Christian Slater,Actor
74,Mary Stuart Masterson,Actor
74,Pamela Adlon,Actor
74,Josh Brolin,Actor
74,Brian Tarantina,Actor
74,Debra Monk,Actor
74,Mary Alice,Actor
74,Kenneth Cranham,Actor
74,Ally Walker,Actor
75,Steve Miner,Director
75,Mark Steven Johnson,Writer
75,Rick Moranis,Actor
75,Tom Arnold,Actor
75,Julianne Phillips,Actor
75,Carol Kane,Actor
75,Jeffrey Tambor,Actor
75,Curtis Armstrong,Actor
75,Don Knotts,Actor
75,Doug Abrahams,Actor
75,Faith Prince,Actor
76,Christian Duguay,Director
76,Miguel Tejada-Flores,Screenplay
76,Dan O'Bannon,Screenplay
76,Peter Weller,Actor
76,Jennifer Rubin,Actor
76,Roy Dupuis,Actor
76,Andrew Lauer,Actor
76,Liliana Głąbczyńska,Actor
76,Michael Caloz,Actor
76,Jason Cavalier,Actor
76,Ron White,Actor
76,Leni Parker,Actor
77,Susanne Ofteringer,Director
77,Nico,Actor
77,Tina Aumont,Actor
77,Unknown,Actor
77,Jackson Browne,Actor
77,John Cale,Actor
77,Danny Fields,Actor
77,Jonas Mekas,Actor
77,Paul Morrissey,Actor
77,Billy Name,Actor
78,Sean Penn,Director
78,Sean Penn,Writer
78,Jack Nicholson,Actor
78,David Morse,Actor
78,Anjelica Huston,Actor
78,Robin Wright,Actor
78,Piper Laurie,Actor
78,Richard Bradford,Actor
78,Priscilla Barnes,Actor
78,Unknown,Actor
78,Robbie Robertson,Actor
79,Brian Gibson,Director
79,George Dawes Green,Novel
79,Ted Tally,Screenplay
79,Demi Moore,Actor
79,Alec Baldwin,Actor
79,Joseph Gordon-Levitt,Actor
79,Anne Heche,Actor
79,James Gandolfini,Actor
79,Lindsay Crouse,Actor
79,Tony Lo Bianco,Actor
79,Michael Constantine,Actor
79,Matt Craven,Actor
80,Jafar Panahi,Director
80,Jafar Panahi,Story
80,Parviz Shahbazi,Story
80,Abbas Kiarostami,Writer
80,Unknown,Actor
80,Unknown,Actor
80,Fereshteh Sadr Orafaee,Actor
80,Unknown,Actor
80,Unknown,Actor
80,Unknown,Actor
80,Unknown,Actor
80,Unknown,Actor
80,Unknown,Actor
81,Gary Fleder,Director
81,Scott Rosenberg,Screenplay
81,Andy García,Actor
81,Christopher Lloyd,Actor
81,William Forsythe,Actor
81,Bill Nunn,Actor
81,Treat Williams,Actor
81,Jack Warden,Actor
81,Steve Buscemi,Actor
81,Fairuza Balk,Actor
81,Gabrielle Anwar,Actor
82,Marleen Gorris,Director
82,Marleen Gorris,Screenplay
82,Willeke van Ammelrooy,Actor
82,Els Dottermans,Actor
82,Dora van der Groen,Actor
82,Unknown,Actor
82,Carolien Spoor,Actor
82,Unknown,Actor
82,Unknown,Actor
82,Unknown,Actor
82,Jan Decleir,Actor
83,Tim Reid,Director
83,Clifton L. Taulbert,Novel
83,Paul W. Cooper,Screenplay
83,Al Freeman Jr.,Actor
83,Phylicia Rashād,Actor
83,Paula Kelly,Actor
83,Salli Richardson-Whitfield,Actor
83,Anna Maria Horsford,Actor
83,Bernie Casey,Actor
83,Isaac Hayes,Actor
83,Ray J,Actor
